Frequency_Hz	Pair_2_Noise_nV	Pair_3_Noise_nV
2.546875	0.00011971513599605356	0.00010602167658089359
2.55025	0.00018545123915808705	0.0001076842575666007
2.562625	0.00014085234011103933	0.00023472688141584018
2.575	0.00016435835134488908	0.00024770657905935807
2.587375	8.196413606433305e-05	0.0002324743405764137
2.59975	2.700302801907964e-05	0.00017378725332655757
2.60875	0.0001217336959869682	0.0001383632171019726
2.612125	0.00013755755798530156	0.00015461696867966854
2.6245	0.00012079338898313889	0.0001655336283411981
2.636875	0.00011391332502353884	0.00010521533089511433
2.64925	0.00017064852749318143	9.038781269015808e-05
2.661625	0.00017220033926378196	0.00017601471767114135
2.670625	0.0001260388198007959	0.00014955877346965475
2.674	0.00020472359868550964	0.0001277553966136288
2.686375	0.00022574616524694368	0.00010062112141608442
2.69875	0.00020983501638157035	0.0001212752950090574
2.711125	0.00018634596737343443	0.00014359119507856706
2.7235	0.00012224514721886142	0.00017724879621049927
2.7325	0.00015325444592014257	0.00011823542218489304
2.735875	6.442589815452789e-05	0.00013886665946532127
2.74825	0.00010816032877456689	0.00011589004346479642
2.760625	0.00015378017968855772	0.00020892951900407732
2.773	0.00010686981137949856	0.00019858491330858847
2.785375	0.00010513553697212708	8.954769801764365e-05
2.794375	0.00017188628486353267	0.00010573401587198652
2.79775	0.0001337357589940118	8.396313290565569e-05
2.810125	0.00011335393235614324	0.00018247786892979954
2.8225	0.00013887930564910096	9.913756022202887e-05
2.834875	0.00015021376071082138	9.989230314938133e-05
2.84725	0.0001041808431378514	6.160197170024431e-05
2.85625	0.00019386766003788743	9.27437101545156e-05
2.859625	0.00013727104016478896	0.00012287593944024637
2.872	0.00013889285647159503	0.00022349733621070095
2.884375	8.337534666366492e-05	0.00018640665429678176
2.89675	8.635359400717668e-05	0.00011330490014227938
2.909125	0.00012410714194524623	0.00016284128557689999
2.918125	0.00018594332056924874	0.00010664730042846091
2.9215	8.313198491977921e-05	0.00010651409345986802
2.933875	0.00011078281532511754	0.00018222041900986042
2.94625	7.190984317012518e-05	7.435564687290736e-05
2.958625	0.00012178324157525905	0.00018317279399934888
2.971	0.0001758515994755362	0.0001976532736741398
2.98	0.00016732505010015058	9.512272772317823e-05
2.983375	0.00012997616449925538	0.0002023775377609568
2.99575	6.444076604603254e-05	0.00019400173465728573
3.008125	9.533843970685486e-05	0.00017049101530731026
3.0205	0.00011744723674275993	0.0001588948606183029
3.032875	8.674168771780901e-05	0.00012661199256786026
3.041875	0.00016657740130647105	0.0001310071512552544
3.04525	8.862600939251185e-05	0.00011571839921122093
3.057625	0.0001368813307700473	7.659957896132786e-05
3.07	8.005454123603733e-05	9.860240069928521e-05
3.082375	8.502114320401485e-05	0.00011896642985085119
3.09475	0.00017094651398919224	0.00011602850502599392
3.10375	0.00013948238235301835	0.00012183108425387014
3.107125	0.00017974117871971104	8.802512012298931e-05
3.1195	0.00012066357114672016	8.853756531528298e-05
3.131875	0.00011845717540478498	7.089369913571728e-05
3.14425	0.0001255517193859662	0.000117440604318704
3.156625	0.0001483545623878093	0.00016120425749612942
3.165625	0.00014612020107998037	0.00017132024219176174
3.169	5.559093959744609e-05	9.133789492247618e-05
3.181375	0.00011607278779190926	8.778980212590526e-05
3.19375	0.00012307822586289747	9.690596426246631e-05
3.206125	9.801379551614712e-05	0.00019224255621071807
3.2185	9.423148762294322e-05	0.000172882857944304
3.2275	0.00015379114667554697	0.00017390658977652225
3.230875	0.00010185696675149472	0.00015779881134338466
3.24325	0.0001574669178757951	0.00018646342100973157
3.255625	0.00016788568882726245	0.00020654268334088815
3.268	0.00017133051126034033	0.00013421267794381275
3.280375	9.925558946175274e-05	0.00010605479320426776
3.289375	0.00013208855719855372	0.0001333511262104134
3.29275	8.03362597163566e-05	0.0001854169925684642
3.305125	0.00014322624350815427	0.00013128581870779915
3.3175	0.00023810138260329361	0.00012056768946313933
3.329875	0.00020005515253603841	0.0002010157845644406
3.34225	0.0001193135687690566	0.00013579479978264412
3.35125	0.00013481222411873637	0.0001458493842523869
3.354625	0.00015639570880495379	5.825647709039742e-05
3.367	0.00014656284196965313	0.00014435992721992317
3.379375	0.00022581137200366572	0.00012832702618282673
3.39175	0.00010225742408684613	0.00014705372022368935
3.404125	0.00011536297353807936	0.0001944922777307819
3.413125	0.00010742865287817958	0.00014717102229019273
3.4165	0.00010893131657539259	0.00021228182322499589
3.428875	0.00014632507354134494	0.00017679640456887122
3.44125	0.00012386509722683947	0.00014825961641018231
3.453625	9.340952794063515e-05	9.924920708063062e-05
3.466	7.220163482987417e-05	0.00013266745576023684
3.475	0.00011425633386066437	0.0001399589446244848
3.478375	0.00011587871303552693	0.00016130953632829647
3.49075	0.00015375702837723678	8.307472872798803e-05
3.503125	0.00013013193062381577	0.00018839827211201166
3.5155	0.00015757541642539774	0.00015910061310682463
3.527875	0.00020102633136100754	8.477518472431657e-05
3.536875	0.00011927756009972538	9.988113471293565e-05
3.54025	0.0001425177607796765	8.634406509566247e-05
3.552625	0.00010711710380569483	0.00012089986601220865
3.565	0.00014722259994412508	0.0001689329564202258
3.577375	0.00012429056582832464	0.00014294344198694496
3.58975	7.170476233268959e-05	0.00015475075632896757
3.59875	0.00011408951440251597	9.460163087918675e-05
3.602125	0.00012809606671546008	0.00019170727754212047
3.6145	0.0001045283554402345	0.00014384951136517634
3.626875	0.00011514840902334649	6.955205250580603e-05
3.63925	9.584346369552386e-05	0.0001359993921712064
3.651625	7.079423262809478e-05	0.00014739405525575276
3.660625	0.00011767349437063726	0.00012045028398076279
3.664	6.571793137514526e-05	0.00013478361230896693
3.676375	6.610548692478182e-05	0.00013891173855581825
3.68875	9.235617537217801e-05	8.077807565344262e-05
3.701125	0.00013249037175863725	4.556789273863232e-05
3.7135	0.0001160904632625454	0.00010613137627724611
3.7225	0.00011225828639427872	0.00014260322261937106
3.725875	8.356049917294654e-05	0.00011559931134396908
3.73825	7.421154689561996e-05	0.00014245067656690826
3.750625	0.00014061729314769787	0.0001078261918309072
3.763	0.00015089394266281568	0.00011135041339572612
3.775375	0.00014773432467475898	9.389534017014423e-05
3.784375	9.58856847541201e-05	0.00012608585649526914
3.78775	0.0001140677271600449	8.678184135617568e-05
3.800125	0.0001184011054695504	0.0001175512432087879
3.8125	0.00016816344344734233	0.00012603091501190293
3.824875	0.0001414122921627151	9.161636441728465e-05
3.83725	0.00010212226745243126	8.426461304579996e-05
3.84625	0.00010867411762582845	0.00013648059381854403
3.849625	4.438654018331796e-05	8.240849636439983e-05
3.862	0.00012066718898374943	9.558182421302441e-05
3.874375	0.0001314103737590545	5.868695257801686e-05
3.88675	9.271276277587675e-05	8.866101601631238e-05
3.899125	0.00012570975643840695	5.970069335699292e-05
3.908125	0.00011803552997126543	0.00011701495734921028
3.9115	8.512555461768516e-05	0.00012251532378626927
3.923875	8.29306118907994e-05	0.00017112321012977756
3.93625	0.00013185862758240396	0.00013676029065498178
3.948625	0.00012024604464097726	8.275975456764175e-05
3.961	4.024001881913079e-05	0.00018047648487204616
3.97	0.00012793978525359927	0.00011387225353863469
3.973375	7.964211552771498e-05	0.00014974080975408774
3.98575	0.00012302491250774168	0.00012693919750836422
3.998125	0.00013608809539260078	9.148761380114851e-05
4.0105	8.708370881764913e-05	9.983606617043313e-05
4.022875	0.00010476158786520754	9.017292742201342e-05
4.031875	0.00010797820454007328	0.00010408491232958742
4.03525	0.00010319474526435491	9.558575050736746e-05
4.047625	0.0001636525692859981	5.571046322874456e-05
4.06	0.00018268779468927064	0.00011345076413082947
4.072375	0.00018956971787466057	0.00016367441490907614
4.08475	0.00016760927007910273	0.000138489018850628
4.09375	0.0001157401284312403	9.895115975313276e-05
4.097125	0.00013802852867803055	5.253801844200064e-05
4.1095	0.00010145885846202834	5.404626806932002e-05
4.121875	5.51249068122641e-05	7.544184144619482e-05
4.13425	7.04003742599505e-05	4.099468980943142e-05
4.146625	2.9309927261936356e-05	0.0001197425993978797
4.155625	0.00011630000858533244	9.92790884897137e-05
4.159	5.773495215704262e-05	0.00015665539027004337
4.171375	6.691670769044155e-05	5.835713166799068e-05
4.18375	0.00010941526757894942	0.00010761157147710974
4.196125	0.00013116721434029886	6.763073911205983e-05
4.2085	0.00014744983290380494	5.9211867185475575e-05
4.2175	0.0001369451591046635	8.335660142766438e-05
4.220875	0.00011884963019988578	5.840445563524756e-05
4.23325	8.994355260951392e-05	0.0001433794574198131
4.245625	6.822956430508991e-05	9.534546923081926e-05
4.258	9.495165315101154e-05	8.188335789044315e-05
4.270375	0.0001669186467142527	8.409793826957413e-05
4.279375	0.00013228851609040597	0.00015058034556435844
4.28275	0.00013831688447739522	0.00013547966567988386
4.295125	0.00010389135248773114	0.00013163235105113788
4.3075	0.00011894105165106957	9.18500143406875e-05
4.319875	9.712550266602433e-05	4.978978042622803e-05
4.33225	8.721754316259603e-05	7.639402479848015e-05
4.34125	0.00013890068985283552	0.00015786736797724726
4.344625	6.750211957223566e-05	0.00014234583765609165
4.357	8.632350121074388e-05	0.0001775795047288408
4.369375	0.00010004124208613365	0.00011899800066743307
4.38175	0.00010302627947042202	0.00011080393663172577
4.394125	7.224967138851567e-05	0.00018406429245025336
4.403125	0.00012119906249421075	0.0001305552111178853
4.4065	7.785184325666221e-05	0.00013649457723835588
4.418875	0.00014615266743273487	0.0001003205560099903
4.43125	0.00013943375672037403	9.97142471912938e-05
4.443625	0.0001037550848632967	0.00012525813659263775
4.456	8.212098839516668e-05	0.00015353720120299543
4.465	9.487581767331442e-05	0.00011968738579451846
4.468375	7.999634305782734e-05	9.846512408048649e-05
4.48075	0.00011687179301422319	7.620442138425783e-05
4.493125	8.170596148614861e-05	5.683865265017459e-05
4.5055	0.00010316409639644212	0.00010068354843018993
4.517875	8.518276528304243e-05	0.00011642171731075737
4.526875	0.00011591723470611219	0.00012072920301700787
4.53025	8.943486184444688e-05	8.716318742104891e-05
4.542625	0.00010690644494722663	0.00011750989816749226
4.555	6.991033924982413e-05	0.00014423477656155988
4.567375	0.00010012366845024407	0.0001826561087534014
4.57975	8.634201253653577e-05	0.00015973157338083915
4.58875	0.00010074847414164197	0.00012444557496138264
4.592125	5.959228700682749e-05	0.00016583617242776075
4.6045	7.741795092317284e-05	0.00012269653688896194
4.616875	7.8253501906969e-05	0.00013663900485426408
4.62925	0.0001551622327654188	0.00013635512318207923
4.641625	0.00013064205596357515	0.0001165954611088695
4.650625	9.173413374106282e-05	0.00010383581708610522
4.654	8.836460343223468e-05	7.473385203596627e-05
4.666375	1.4434646049709706e-05	0.0001166815558771411
4.67875	0.00010526855470712753	0.00014832790462986894
4.691125	7.049654797787266e-05	0.00016738696314637648
4.7035	9.04349248096934e-05	0.00011813139188434375
4.7125	0.0001128290699156915	7.533456764248402e-05
4.715875	0.00010725754966871795	9.124785359347309e-05
4.72825	3.6135726401831195e-05	0.00015145645580397655
4.740625	7.495210334604426e-05	0.00013421140837620174
4.753	0.00011508457398234397	9.695140618820596e-05
4.765375	0.0001064004846454827	6.848344756153563e-05
4.774375	0.0001239684983487031	9.520937555578233e-05
4.77775	0.00012045752094426649	0.00011541190612947348
4.790125	0.00010823844361433281	0.0001427651778731883
4.8025	5.452818436071845e-05	0.00013895109361603602
4.814875	3.8837713398417266e-05	0.00012499363986157497
4.82725	9.559079290379382e-05	7.414343321135797e-05
4.83625	9.59091968260057e-05	0.00010141544297739423
4.839625	0.00013747914901054306	0.00010910392434827036
4.852	0.00013131084479885087	5.694760135502109e-05
4.864375	0.00016673213573267483	0.0001129615786089195
4.87675	0.00017188918860758056	0.0001261035843266257
4.889125	0.00013057423447188	6.122329588996251e-05
4.898125	0.00012033160182203802	9.253697182193504e-05
4.9015	0.00011703935379966688	0.00011680577328811107
4.913875	0.00010784635259825712	6.787929043196607e-05
4.92625	0.00012010810156142674	7.188757352187163e-05
4.938625	0.00013375859949850665	8.576051007643028e-05
4.951	0.0001284924593620326	0.00012423758825216144
4.96	0.00012968482364875852	0.00011732544562608573
4.963375	7.866515931823884e-05	0.00011868445949949597
4.97575	0.00015217781717590477	0.00012171834613102948
4.988125	0.0001922049628775883	0.00013752827766788582
5.0005	0.000154478559082652	0.00016989183945187715
5.012875	7.267907414409942e-05	0.00010951298120285056
5.021875	0.00011758122177283198	9.262617245021409e-05
5.02525	8.676756041947475e-05	7.879145716752992e-05
5.037625	0.00011650820315038938	9.488458175827513e-05
5.05	9.385576456260957e-05	0.0001274801955609886
