f	noise
18.0775	7.717898e-06
18.13938	8.007883e-06
18.20125	6.683089e-06
18.26313	8.506419e-06
18.325	6.392892e-06
18.38688	6.832858e-06
18.44875	9.022283e-06
18.51063	1.025604e-05
18.5725	9.333364e-06
18.63438	7.722927e-06
18.6625	1.039819e-05
18.69625	6.015493e-06
18.75813	7.192639e-06
18.82	9.039159e-06
18.88188	1.285743e-05
18.94375	1.033747e-05
19.00563	6.54649e-06
19.0675	7.813665e-06
19.12938	8.856626e-06
19.19125	1.112337e-05
19.25313	1.115791e-05
19.28125	9.656704e-06
19.315	8.766933e-06
19.37688	1.106972e-05
19.43875	1.003285e-05
19.50063	8.789777e-06
19.5625	8.962582e-06
19.62438	6.136192e-06
19.68625	7.485534e-06
19.74813	7.076096e-06
19.81	9.231477e-06
19.87188	1.140764e-05
19.9	1.009324e-05
19.93375	9.201622e-06
19.99563	7.977419e-06
20.0575	7.879148e-06
20.11938	9.783573e-06
20.18125	1.000937e-05
20.24313	8.185782e-06
20.305	1.018198e-05
20.36688	6.694164e-06
20.42875	6.483189e-06
20.49063	6.673325e-06
20.51875	1.017947e-05
20.5525	5.830966e-06
20.61438	1.054681e-05
20.67625	8.701732e-06
20.73813	8.206949e-06
20.8	8.320455e-06
20.86188	6.408084e-06
20.92375	9.057867e-06
20.98563	8.369549e-06
21.0475	9.721582e-06
21.10938	1.100349e-05
21.1375	9.78203e-06
21.17125	7.583054e-06
21.23313	6.740692e-06
21.295	7.601681e-06
21.35688	9.240632e-06
21.41875	8.727311e-06
21.48063	7.083343e-06
21.5425	1.033256e-05
21.60438	1.050878e-05
21.66625	8.789477e-06
21.72813	9.307102e-06
21.75625	9.34046e-06
21.79	8.276679e-06
21.85188	8.042054e-06
21.91375	5.954908e-06
21.97563	6.355948e-06
22.0375	9.230127e-06
22.09938	8.031964e-06
22.16125	9.325611e-06
22.22313	1.105086e-05
22.285	9.43476e-06
22.34688	5.68826e-06
22.375	9.407965e-06
22.40875	9.513952e-06
22.47063	1.168025e-05
22.5325	1.029555e-05
22.59438	6.382802e-06
22.65625	5.358877e-06
22.71813	9.197199e-06
22.78	8.97032e-06
22.84188	5.804797e-06
22.90375	8.573123e-06
22.96563	7.772083e-06
22.99375	9.74874e-06
23.0275	8.71232e-06
23.08938	8.286628e-06
23.15125	6.831779e-06
23.21313	7.419228e-06
23.275	5.471691e-06
23.33688	7.366971e-06
23.39875	8.250328e-06
23.46063	1.057907e-05
23.5225	1.175704e-05
23.58438	1.358194e-05
23.6125	1.023897e-05
23.64625	9.91771e-06
23.70813	7.184205e-06
23.77	6.122227e-06
23.83188	9.325545e-06
23.89375	1.239986e-05
23.95563	9.675194e-06
24.0175	7.897025e-06
24.07938	7.481093e-06
24.14125	8.889379e-06
24.20313	9.145291e-06
24.23125	9.478803e-06
24.265	9.033046e-06
24.32688	8.421479e-06
24.38875	5.880378e-06
24.45063	6.327871e-06
24.5125	7.786185e-06
24.57438	5.495248e-06
24.63625	5.203426e-06
24.69813	7.082848e-06
24.76	6.366447e-06
24.82188	7.864577e-06
24.85	8.964963e-06
24.88375	7.027537e-06
24.94563	5.154461e-06
25.0075	6.654121e-06
25.06938	1.082769e-05
25.13125	1.119838e-05
25.19313	1.081565e-05
25.255	9.0014e-06
25.31688	1.023475e-05
25.37875	9.288054e-06
25.44063	9.374172e-06
25.46875	9.426475e-06
25.5025	9.812941e-06
25.56438	7.621436e-06
25.62625	1.013865e-05
25.68813	9.576003e-06
25.75	7.132548e-06
25.81188	7.517507e-06
25.87375	9.112597e-06
25.93563	9.031138e-06
25.9975	1.081407e-05
26.05938	8.761287e-06
26.0875	9.616782e-06
26.12125	6.444877e-06
26.18313	4.994424e-06
26.245	4.493823e-06
26.30688	8.532846e-06
26.36875	8.978143e-06
26.43063	8.463782e-06
26.4925	9.585576e-06
26.55438	9.534143e-06
26.61625	6.740669e-06
26.67813	7.335048e-06
26.70625	9.299076e-06
26.74	8.26742e-06
26.80188	7.400526e-06
26.86375	6.716191e-06
26.92563	5.867343e-06
26.9875	5.342102e-06
27.04938	7.982428e-06
27.11125	7.111383e-06
27.17313	6.561431e-06
27.235	9.621937e-06
27.29688	6.458494e-06
27.325	9.37042e-06
27.35875	7.256408e-06
27.42063	8.791421e-06
27.4825	7.881679e-06
27.54438	9.027647e-06
27.60625	9.711209e-06
27.66813	8.243907e-06
27.73	8.210217e-06
27.79188	8.652336e-06
27.85375	6.667187e-06
27.91563	5.501739e-06
27.94375	8.491805e-06
27.9775	8.385116e-06
28.03938	8.570592e-06
28.10125	8.249691e-06
28.16313	8.196284e-06
28.225	9.26684e-06
28.28688	7.525883e-06
28.34875	8.329805e-06
28.41063	8.20339e-06
28.4725	6.121122e-06
28.53438	8.626465e-06
28.5625	8.544202e-06
28.59625	7.314091e-06
28.65813	5.475938e-06
28.72	7.522568e-06
28.78188	7.866984e-06
28.84375	8.919329e-06
28.90563	1.031736e-05
28.9675	1.034558e-05
29.02938	9.86167e-06
29.09125	8.458538e-06
29.15313	8.60829e-06
29.18125	8.166826e-06
29.215	7.295578e-06
29.27688	6.154334e-06
29.33875	7.773176e-06
29.40063	6.242184e-06
29.4625	8.025224e-06
29.52438	8.426871e-06
29.58625	6.479749e-06
29.64813	6.607106e-06
29.71	7.086072e-06
29.77188	9.066788e-06
29.8	8.53707e-06
29.83375	7.018523e-06
29.89563	7.197427e-06
29.9575	8.320517e-06
30.01938	1.092973e-05
30.08125	1.033379e-05
30.14313	7.244732e-06
30.205	9.659822e-06
30.26688	1.063458e-05
30.32875	1.044022e-05
30.39063	8.458762e-06
30.41875	8.766205e-06
30.4525	8.358624e-06
30.51438	1.109946e-05
30.57625	6.625407e-06
30.63813	7.48294e-06
30.7	7.161536e-06
30.76188	7.398996e-06
30.82375	6.427207e-06
30.88563	7.228259e-06
30.9475	8.155942e-06
31.00938	6.350307e-06
31.0375	8.3092e-06
31.07125	8.036283e-06
31.13313	7.255461e-06
31.195	7.418456e-06
31.25688	1.117015e-05
31.31875	1.15739e-05
31.38063	6.470817e-06
31.4425	8.4246e-06
31.50438	6.523974e-06
31.56625	7.518835e-06
31.62813	7.199364e-06
31.65625	8.038242e-06
31.69	7.624516e-06
31.75188	8.731124e-06
31.81375	9.332402e-06
31.87563	1.024637e-05
31.9375	7.895258e-06
31.99938	6.956935e-06
32.06125	8.145568e-06
32.12313	5.990342e-06
32.185	7.381075e-06
32.24688	7.103704e-06
32.275	8.227777e-06
32.30875	7.309802e-06
32.37063	7.887854e-06
32.4325	9.309503e-06
32.49438	9.778145e-06
32.55625	6.978094e-06
32.61813	8.502343e-06
32.68	8.944535e-06
32.74188	8.699746e-06
32.80375	6.049753e-06
32.86563	7.839115e-06
32.89375	8.104332e-06
32.9275	1.262822e-05
32.98938	9.697783e-06
33.05125	6.292664e-06
33.11313	7.742447e-06
33.175	1.12189e-05
33.23688	1.052081e-05
33.29875	8.625566e-06
33.36063	9.383129e-06
33.4225	1.058886e-05
33.48438	8.79327e-06
33.5125	8.27945e-06
33.54625	7.626404e-06
33.60813	7.030477e-06
33.67	7.345292e-06
33.73188	8.985791e-06
33.79375	9.847737e-06
33.85563	9.500954e-06
33.9175	7.791085e-06
33.97938	7.402015e-06
34.04125	9.595115e-06
34.10313	7.453095e-06
34.13125	8.939774e-06
34.165	7.229644e-06
34.22688	9.184824e-06
34.28875	9.753348e-06
34.35063	7.878694e-06
34.4125	7.84126e-06
34.47438	6.935672e-06
34.53625	7.671382e-06
34.59813	7.913885e-06
34.66	8.312251e-06
34.72188	7.536433e-06
34.75	9.311912e-06
34.78375	9.707268e-06
34.84563	1.311475e-05
34.9075	9.868647e-06
34.96938	7.574326e-06
35.03125	6.463817e-06
35.09313	8.085321e-06
35.155	9.154613e-06
35.21688	1.003916e-05
35.27875	9.415977e-06
35.34063	8.706791e-06
35.36875	8.931341e-06
35.4025	9.967015e-06
35.46438	1.203007e-05
35.52625	8.924214e-06
35.58813	6.476897e-06
35.65	7.816052e-06
35.71188	7.748882e-06
35.77375	5.443239e-06
35.83563	8.774898e-06
35.8975	8.28088e-06
35.95938	8.512867e-06
35.9875	8.765252e-06
36.02125	9.566372e-06
36.08313	1.147614e-05
36.145	9.130162e-06
36.20688	1.030258e-05
36.26875	1.059102e-05
36.33063	6.618359e-06
36.3925	9.271195e-06
36.45438	1.176537e-05
36.51625	9.919877e-06
36.57813	8.574776e-06
36.60625	7.580314e-06
36.64	9.743195e-06
36.70188	8.827521e-06
36.76375	9.135615e-06
36.82563	1.048349e-05
36.8875	7.06632e-06
36.94938	6.233869e-06
37.01125	8.056172e-06
37.07313	5.91356e-06
37.135	6.089606e-06
37.19688	5.847198e-06
37.225	7.923127e-06
37.25875	7.401261e-06
37.32063	9.589154e-06
37.3825	8.041593e-06
37.44438	6.078665e-06
37.50625	6.899325e-06
37.56813	8.729662e-06
37.63	9.245434e-06
37.69188	9.331076e-06
37.75375	8.617298e-06
37.81563	9.776037e-06
37.84375	8.663552e-06
37.8775	9.099594e-06
37.93938	6.415214e-06
38.00125	7.209187e-06
38.06313	7.524614e-06
38.125	6.397872e-06
38.18688	9.766706e-06
38.24875	8.620299e-06
38.31063	1.062569e-05
38.3725	9.841965e-06
38.43438	6.952091e-06
38.4625	8.437783e-06
38.49625	7.237417e-06
38.55813	5.459901e-06
38.62	8.096641e-06
38.68188	9.261634e-06
38.74375	9.295323e-06
38.80563	7.893911e-06
38.8675	8.001651e-06
38.92938	6.163515e-06
38.99125	6.911606e-06
39.05313	7.626416e-06
39.08125	8.045474e-06
39.115	6.943131e-06
39.17688	8.684231e-06
39.23875	1.07198e-05
39.30063	1.088711e-05
39.3625	9.94941e-06
39.42438	9.333955e-06
39.48625	1.16224e-05
39.54813	1.422417e-05
39.61	1.033506e-05
39.67188	8.802159e-06
39.7	8.158097e-06
39.73375	8.267413e-06
39.79563	6.39857e-06
39.8575	6.272536e-06
39.91938	8.006617e-06
39.98125	6.398996e-06
40.04313	8.924423e-06
40.105	9.782524e-06
40.16688	7.569791e-06
40.22875	1.004948e-05
40.29063	1.190405e-05
40.31875	8.889753e-06
40.3525	1.195452e-05
40.41438	1.01156e-05
40.47625	7.056934e-06
40.53813	7.781747e-06
40.6	8.15435e-06
40.66188	6.664982e-06
40.72375	8.676122e-06
40.78563	9.642976e-06
40.8475	7.867127e-06
40.90938	7.905486e-06
40.9375	8.104751e-06
40.97125	6.360331e-06
41.03313	7.251483e-06
41.095	9.953997e-06
41.15688	7.841203e-06
41.21875	7.31752e-06
41.28063	8.003172e-06
41.3425	8.670216e-06
41.40438	8.712548e-06
41.46625	7.877645e-06
41.52813	6.478744e-06
41.55625	8.036969e-06
41.59	6.847163e-06
41.65188	7.137033e-06
41.71375	5.659957e-06
41.77563	7.873382e-06
41.8375	9.692886e-06
41.89938	9.523576e-06
41.96125	9.771623e-06
42.02313	9.64491e-06
42.085	1.040352e-05
42.14688	1.038991e-05
42.175	8.353888e-06
42.20875	9.876389e-06
42.27063	8.657029e-06
42.3325	6.888106e-06
42.39438	7.982391e-06
42.45625	6.287977e-06
42.51813	6.579391e-06
42.58	7.23838e-06
42.64188	7.166813e-06
42.70375	7.683143e-06
42.76563	8.963137e-06
42.79375	8.307608e-06
42.8275	7.28837e-06
42.88938	8.137031e-06
42.95125	6.433647e-06
43.01313	7.292175e-06
43.075	9.009211e-06
43.13688	9.821503e-06
43.19875	8.668414e-06
43.26063	7.504979e-06
43.3225	5.66493e-06
43.38438	5.638766e-06
43.4125	8.248957e-06
43.44625	7.534402e-06
43.50813	6.769552e-06
43.57	7.99488e-06
43.63188	7.101236e-06
43.69375	6.884572e-06
43.75563	6.473583e-06
43.8175	7.70581e-06
43.87938	9.429249e-06
43.94125	8.217355e-06
44.00313	9.285775e-06
44.03125	8.491287e-06
44.065	1.069303e-05
44.12688	1.020185e-05
44.18875	9.646301e-06
44.25063	7.992578e-06
44.3125	8.374096e-06
44.37438	8.489974e-06
44.43625	9.162439e-06
44.49813	7.416598e-06
44.56	7.629892e-06
44.62188	7.33062e-06
44.65	8.333489e-06
44.68375	9.19781e-06
44.74563	8.736809e-06
44.8075	7.377e-06
44.86938	8.010389e-06
44.93125	6.332901e-06
44.99313	8.337975e-06
45.055	7.688952e-06
45.11688	8.98857e-06
45.17875	7.830763e-06
45.24063	6.125294e-06
45.26875	7.621596e-06
45.3025	4.549246e-06
45.36438	8.730991e-06
45.42625	9.689176e-06
45.48813	6.654713e-06
45.55	7.971757e-06
45.61188	1.026473e-05
45.67375	9.59916e-06
45.73563	1.014076e-05
45.7975	9.575701e-06
45.85938	8.333205e-06
45.8875	8.283742e-06
45.92125	1.040167e-05
45.98313	1.022328e-05
46.045	8.045087e-06
46.10688	9.453303e-06
46.16875	1.063602e-05
46.23063	1.186299e-05
46.2925	1.069879e-05
46.35438	9.262839e-06
46.41625	1.014356e-05
46.47813	8.311573e-06
46.50625	8.361939e-06
46.54	6.560587e-06
46.60188	9.057424e-06
46.66375	9.189393e-06
46.72563	7.096889e-06
46.7875	6.666621e-06
46.84938	7.719164e-06
46.91125	5.4654e-06
46.97313	7.661677e-06
47.035	6.071691e-06
47.09688	5.355793e-06
47.125	8.388644e-06
47.15875	7.929365e-06
47.22063	8.182837e-06
47.2825	8.768859e-06
47.34438	7.52266e-06
47.40625	3.857718e-06
47.46813	4.927061e-06
47.53	7.657369e-06
47.59188	7.090331e-06
47.65375	7.232523e-06
47.71563	8.22173e-06
47.74375	8.295728e-06
47.7775	1.096277e-05
47.83938	1.07861e-05
47.90125	8.350339e-06
47.96313	7.329447e-06
48.025	8.595724e-06
48.08688	8.635439e-06
48.14875	8.577158e-06
48.21063	8.127239e-06
48.2725	9.030865e-06
48.33438	9.401983e-06
48.3625	9.088995e-06
48.39625	6.937397e-06
48.45813	7.407279e-06
48.52	6.547599e-06
48.58188	6.404981e-06
48.64375	7.363935e-06
48.70563	6.751131e-06
48.7675	5.721193e-06
48.82938	6.164328e-06
48.89125	5.92519e-06
48.95313	7.872641e-06
48.98125	2.160521e-05
49.015	9.380855e-06
49.07688	9.194732e-06
49.13875	8.670801e-06
49.20063	9.30308e-06
49.2625	7.911078e-06
49.32438	8.990189e-06
49.38625	7.118889e-06
49.44813	3.634615e-06
49.51	6.549353e-06
49.57188	1.034225e-05
49.6	0.000141685
49.63375	8.612716e-06
49.69563	7.652168e-06
49.7575	9.642328e-06
49.81938	1.362223e-05
49.88125	4.10363e-05
49.94313	0.0003897075
50.005	0.0005663541
50.06688	0.0002095641
50.12875	1.57422e-05
50.19063	6.424314e-06
50.21875	0.0001686012
50.2525	9.754264e-06
50.31438	9.945632e-06
50.37625	7.211211e-06
50.43813	7.051899e-06
50.5	7.967268e-06
50.56188	8.354234e-06
50.62375	7.878848e-06
50.68563	6.858035e-06
50.7475	5.774977e-06
50.80938	5.923236e-06
50.8375	4.560611e-05
50.87125	6.385429e-06
50.93313	5.367291e-06
50.995	7.777121e-06
51.05688	8.727932e-06
51.11875	8.438433e-06
51.18063	9.213969e-06
51.2425	1.184066e-05
51.30438	1.019297e-05
51.36625	8.691196e-06
51.42813	1.032651e-05
51.45625	8.697512e-06
51.49	9.591496e-06
51.55188	6.157748e-06
51.61375	8.902717e-06
51.67563	1.092502e-05
51.7375	7.920342e-06
51.79938	7.525325e-06
51.86125	8.960369e-06
51.92313	7.033491e-06
51.985	7.837168e-06
52.04688	9.909461e-06
52.075	7.979907e-06
52.10875	9.443467e-06
52.17063	7.004561e-06
52.2325	9.070293e-06
52.29438	8.84224e-06
52.35625	9.679228e-06
52.41813	9.0007e-06
52.48	6.808578e-06
52.54188	6.694339e-06
52.60375	7.915736e-06
52.66563	1.031997e-05
52.69375	8.085487e-06
52.7275	8.857648e-06
52.78938	5.889207e-06
52.85125	8.048339e-06
52.91313	8.175189e-06
52.975	8.091461e-06
53.03688	8.147436e-06
53.09875	7.094451e-06
53.16063	8.134213e-06
53.2225	7.788868e-06
53.28438	8.021316e-06
53.3125	7.796475e-06
53.34625	6.751354e-06
53.40813	5.866705e-06
53.47	5.38383e-06
53.53188	6.653171e-06
53.59375	6.189387e-06
53.65563	4.961613e-06
53.7175	8.312979e-06
53.77938	6.902684e-06
53.84125	7.290784e-06
53.90313	6.734831e-06
53.93125	7.7287e-06
53.965	8.165906e-06
54.02688	8.127811e-06
54.08875	8.25053e-06
54.15063	7.705712e-06
54.2125	8.938799e-06
54.27438	8.71354e-06
54.33625	9.051364e-06
54.39813	9.140363e-06
54.46	9.453906e-06
54.52188	5.940012e-06
54.55	8.274552e-06
54.58375	5.393409e-06
54.64563	6.468832e-06
54.7075	7.911041e-06
54.76938	8.141023e-06
54.83125	9.104954e-06
54.89313	1.004666e-05
54.955	8.354622e-06
55.01688	9.131554e-06
55.07875	7.288773e-06
55.14063	5.129753e-06
55.16875	7.800278e-06
55.2025	6.137247e-06
55.26438	8.005319e-06
55.32625	6.859023e-06
55.38813	6.905547e-06
55.45	9.066704e-06
55.51188	9.34106e-06
55.57375	1.216841e-05
55.63563	1.113309e-05
55.6975	7.450043e-06
55.75938	3.789036e-06
55.7875	7.618189e-06
55.82125	5.801085e-06
55.88313	7.407488e-06
55.945	7.403988e-06
56.00688	9.653165e-06
56.06875	9.961625e-06
56.13063	1.00422e-05
56.1925	8.294905e-06
56.25438	6.552383e-06
56.31625	7.454725e-06
56.37813	7.832415e-06
56.40625	7.33866e-06
56.44	8.355966e-06
56.50188	7.326417e-06
56.56375	8.75467e-06
56.62563	7.828471e-06
56.6875	6.722486e-06
56.74938	7.647656e-06
56.81125	8.145049e-06
56.87313	7.9189e-06
56.935	7.1393e-06
56.99688	8.232902e-06
57.025	7.904433e-06
57.05875	1.008516e-05
57.12063	5.461523e-06
57.1825	6.291777e-06
57.24438	5.72891e-06
57.30625	6.45034e-06
57.36813	7.422318e-06
57.43	8.666992e-06
57.49188	7.216365e-06
57.55375	7.949634e-06
57.61563	9.20711e-06
57.64375	8.502012e-06
57.6775	8.498827e-06
57.73938	6.348287e-06
57.80125	7.829848e-06
57.86313	9.626282e-06
57.925	9.531775e-06
57.98688	5.826107e-06
58.04875	6.2255e-06
58.11063	6.922278e-06
58.1725	6.921617e-06
58.23438	7.06919e-06
58.2625	8.155334e-06
58.29625	7.49572e-06
58.35813	5.875253e-06
58.42	6.118764e-06
58.48188	8.606961e-06
58.54375	7.556179e-06
58.60563	7.047902e-06
58.6675	7.198583e-06
58.72938	7.22909e-06
58.79125	7.91843e-06
58.85313	9.852223e-06
58.88125	7.584433e-06
58.915	1.035658e-05
58.97688	8.656513e-06
59.03875	9.562144e-06
59.10063	1.030576e-05
59.1625	8.120275e-06
59.22438	8.668786e-06
59.28625	8.154104e-06
59.34813	7.126259e-06
59.41	9.190397e-06
59.47188	5.544105e-06
59.5	7.78324e-06
59.53375	7.612653e-06
59.59563	1.046312e-05
59.6575	9.88616e-06
59.71938	8.74678e-06
59.78125	7.36131e-06
59.84313	4.352669e-06
59.905	6.384716e-06
59.96688	7.539499e-06
60.02875	7.552369e-06
60.09063	6.595692e-06
60.11875	7.710424e-06
60.1525	6.153725e-06
60.21438	7.692731e-06
60.27625	6.531708e-06
60.33813	7.008277e-06
60.4	5.574948e-06
60.46188	6.148936e-06
60.52375	1.168681e-05
60.58563	1.195826e-05
60.6475	1.013127e-05
60.70938	7.580716e-06
60.7375	7.482529e-06
60.77125	9.567102e-06
60.83313	9.561884e-06
60.895	8.31708e-06
60.95688	6.894315e-06
61.01875	6.620322e-06
61.08063	6.977786e-06
61.1425	5.949345e-06
61.20438	6.786479e-06
61.26625	1.047072e-05
61.32813	1.261391e-05
61.35625	7.336842e-06
61.39	9.555605e-06
61.45188	6.411633e-06
61.51375	7.407401e-06
61.57563	6.743483e-06
61.6375	8.226619e-06
61.69938	9.660303e-06
61.76125	1.034137e-05
61.82313	8.794212e-06
61.885	8.36405e-06
61.94688	9.266113e-06
61.975	7.855811e-06
62.00875	9.370345e-06
62.07063	7.447801e-06
62.1325	6.918927e-06
62.19438	7.239183e-06
62.25625	8.055215e-06
62.31813	1.259984e-05
62.38	1.031756e-05
62.44188	7.858987e-06
62.50375	8.056455e-06
62.56563	1.060922e-05
62.59375	8.009958e-06
62.6275	8.255503e-06
62.68938	7.852982e-06
62.75125	8.832132e-06
62.81313	9.216039e-06
62.875	9.241687e-06
62.93688	8.300644e-06
62.99875	6.520144e-06
63.06063	5.955256e-06
63.1225	8.591148e-06
63.18438	8.556171e-06
63.2125	7.814231e-06
63.24625	7.591528e-06
63.30813	7.820379e-06
63.37	8.545923e-06
63.43188	6.706994e-06
63.49375	7.24093e-06
63.55563	5.529952e-06
63.6175	6.611295e-06
63.67938	7.901929e-06
63.74125	8.295993e-06
63.80313	8.111148e-06
63.83125	8.045387e-06
63.865	6.499658e-06
63.92688	7.996634e-06
63.98875	7.984178e-06
64.05063	7.406562e-06
64.1125	8.857295e-06
64.17438	7.914525e-06
64.23625	4.817998e-06
64.29813	6.902664e-06
64.36	8.771414e-06
64.42188	8.05135e-06
64.45	7.879006e-06
64.48375	7.587616e-06
64.54563	7.044758e-06
64.6075	8.184961e-06
64.66938	5.96e-06
64.73125	6.901274e-06
64.79313	6.521359e-06
64.855	4.568842e-06
64.91688	5.139303e-06
64.97875	8.305125e-06
65.04063	1.008087e-05
65.06875	8.432149e-06
65.1025	9.244877e-06
65.16438	8.999417e-06
65.22625	1.027625e-05
65.28813	8.83169e-06
65.35	7.818429e-06
65.41188	8.690718e-06
65.47375	9.199286e-06
65.53563	7.922261e-06
65.5975	7.43239e-06
65.65938	8.513529e-06
65.6875	8.021573e-06
65.72125	1.12759e-05
65.78313	1.069725e-05
65.845	1.128901e-05
65.90688	9.736022e-06
65.96875	7.939935e-06
66.03063	8.211248e-06
66.0925	6.97508e-06
66.15438	5.818077e-06
66.21625	7.968482e-06
66.27813	7.680462e-06
66.30625	7.410217e-06
66.34	6.658135e-06
66.40188	7.512068e-06
66.46375	5.727383e-06
66.52563	6.732853e-06
66.5875	8.719162e-06
66.64938	9.412475e-06
66.71125	8.941648e-06
66.77313	8.147485e-06
66.835	7.536575e-06
66.89688	7.187985e-06
66.925	7.366779e-06
66.95875	7.613104e-06
67.02063	7.958318e-06
67.0825	8.564919e-06
67.14438	7.433776e-06
67.20625	5.670314e-06
67.26813	6.879343e-06
67.33	7.58983e-06
67.39188	7.706574e-06
67.45375	7.92015e-06
67.51563	8.418139e-06
67.54375	7.443521e-06
67.5775	7.223998e-06
67.63938	8.379237e-06
67.70125	7.668348e-06
67.76313	5.989006e-06
67.825	7.632157e-06
67.88688	8.543707e-06
67.94875	6.108492e-06
68.01063	7.338934e-06
68.0725	5.218788e-06
68.13438	6.060021e-06
68.1625	7.406649e-06
68.19625	5.605432e-06
68.25813	7.369921e-06
68.32	6.639865e-06
68.38188	9.421845e-06
68.44375	7.641811e-06
68.50563	8.177958e-06
68.5675	8.100653e-06
68.62938	7.177913e-06
68.69125	4.832866e-06
68.75313	6.272182e-06
68.78125	8.074102e-06
68.815	9.105142e-06
68.87688	9.496266e-06
68.93875	6.947873e-06
69.00063	5.961044e-06
69.0625	7.862487e-06
69.12438	8.258444e-06
69.18625	8.794118e-06
69.24813	6.781172e-06
69.31	7.002835e-06
69.37188	6.13828e-06
69.4	8.571421e-06
69.43375	6.762843e-06
69.49563	7.788713e-06
69.5575	9.06684e-06
69.61938	9.698646e-06
69.68125	6.913343e-06
69.74313	7.946704e-06
69.805	9.579192e-06
69.86688	8.173737e-06
69.92875	7.599396e-06
69.99063	7.120055e-06
70.01875	7.740081e-06
70.0525	7.512956e-06
70.11438	6.195957e-06
70.17625	8.097262e-06
70.23813	1.017494e-05
70.3	8.597577e-06
70.36188	6.795795e-06
70.42375	7.058192e-06
70.48563	4.605257e-06
70.5475	4.784921e-06
70.60938	6.654917e-06
70.6375	7.529221e-06
70.67125	1.032259e-05
70.73313	1.057358e-05
70.795	8.893938e-06
70.85688	9.233794e-06
70.91875	8.840102e-06
70.98063	7.146887e-06
71.0425	9.798058e-06
71.10438	9.758613e-06
71.16625	7.759192e-06
71.22813	7.110565e-06
71.25625	8.193866e-06
71.29	9.350432e-06
71.35188	8.366987e-06
71.41375	7.172162e-06
71.47563	6.359976e-06
71.5375	7.037306e-06
71.59938	6.771452e-06
71.66125	7.98757e-06
71.72313	7.142987e-06
71.785	7.031353e-06
71.84688	5.790359e-06
71.875	7.930522e-06
71.90875	6.824755e-06
71.97063	8.120459e-06
72.0325	9.582145e-06
72.09438	9.367799e-06
72.15625	1.046175e-05
72.21813	1.11296e-05
72.28	8.252153e-06
72.34188	1.055495e-05
72.40375	1.243257e-05
72.46563	7.87785e-06
72.49375	7.546312e-06
72.5275	6.623424e-06
72.58938	8.076944e-06
72.65125	8.293954e-06
72.71313	7.804968e-06
72.775	6.433337e-06
72.83688	8.061513e-06
72.89875	8.078516e-06
72.96063	8.719827e-06
73.0225	5.21833e-06
73.08438	5.976396e-06
73.1125	7.812815e-06
73.14625	6.743348e-06
73.20813	6.358991e-06
73.27	6.919513e-06
73.33188	6.911694e-06
73.39375	5.657549e-06
73.45563	7.946301e-06
73.5175	7.916858e-06
73.57938	7.029249e-06
73.64125	7.662259e-06
73.70313	8.48301e-06
73.73125	8.179501e-06
73.765	1.031082e-05
73.82688	9.364317e-06
73.88875	8.940159e-06
73.95063	7.275391e-06
74.0125	6.947061e-06
74.07438	7.823911e-06
74.13625	7.312929e-06
74.19813	7.570767e-06
74.26	7.573195e-06
74.32188	7.334128e-06
74.35	8.027581e-06
74.38375	7.627557e-06
74.44563	8.000853e-06
74.5075	7.679594e-06
74.56938	6.862231e-06
74.63125	4.005764e-06
74.69313	4.570729e-06
74.755	9.35913e-06
74.81688	9.402368e-06
74.87875	8.3643e-06
74.94063	9.293951e-06
74.96875	7.858068e-06
75.0025	7.568035e-06
75.06438	6.697759e-06
75.12625	8.647895e-06
75.18813	7.807645e-06
75.25	8.011767e-06
75.31188	7.143773e-06
75.37375	7.925191e-06
75.43563	9.205901e-06
75.4975	9.489542e-06
75.55938	7.977004e-06
75.5875	7.675513e-06
75.62125	6.521539e-06
75.68313	5.641671e-06
75.745	6.575531e-06
75.80688	9.054701e-06
75.86875	9.897358e-06
75.93063	7.487778e-06
75.9925	6.823827e-06
76.05438	8.072638e-06
76.11625	7.874514e-06
76.17813	6.700726e-06
76.20625	7.455002e-06
76.24	7.660914e-06
76.30188	7.204487e-06
76.36375	7.043739e-06
76.42563	6.165651e-06
76.4875	5.6244e-06
76.54938	7.272766e-06
76.61125	6.369185e-06
76.67313	6.517884e-06
76.735	7.99858e-06
76.79688	7.934743e-06
76.825	7.281812e-06
76.85875	9.314721e-06
76.92063	9.258602e-06
76.9825	9.221037e-06
77.04438	8.052955e-06
77.10625	9.40018e-06
77.16813	9.808292e-06
77.23	7.60864e-06
77.29188	6.684353e-06
77.35375	6.818403e-06
77.41563	8.041821e-06
77.44375	7.579424e-06
77.4775	9.168107e-06
77.53938	9.23768e-06
77.60125	7.251633e-06
77.66313	6.820368e-06
77.725	5.683942e-06
77.78688	5.357138e-06
77.84875	4.386498e-06
77.91063	5.931138e-06
77.9725	8.153406e-06
78.03438	7.092031e-06
78.0625	7.543847e-06
78.09625	6.106285e-06
78.15813	8.125908e-06
78.22	8.552956e-06
78.28188	5.623859e-06
78.34375	7.343848e-06
78.40563	1.011824e-05
78.4675	8.999261e-06
78.52938	6.894211e-06
78.59125	7.887447e-06
78.65313	7.15106e-06
78.68125	7.130002e-06
78.715	8.632586e-06
78.77688	6.200588e-06
78.83875	5.601317e-06
78.90063	7.712508e-06
78.9625	8.389152e-06
79.02438	8.15326e-06
79.08625	6.147594e-06
79.14813	5.608304e-06
79.21	7.09737e-06
79.27188	7.715718e-06
