Frequency_Hz	Mismatch_0.05	Mismatch_0.04	Mismatch_0.03
2.89675	0.00030311409283359275	0.0002068499463725623	0.00019241904484341434
2.909125	0.00027426968742540165	0.00016108936674339341	0.0001836532660263288
2.918125			0.00023560290236057874
2.9215	0.0002513898176903502	0.00015765010045736572	0.00015982520334020383
2.933875	0.0002859153216553445	0.00015355336441943922	0.00017392242605563868
2.94625	0.0003225551135362662	0.0002473595560350026	0.00019177510404594649
2.958625	0.00017194344533577865	0.00017716345528197367	0.00029638858286866904
2.971	0.0001775414823128792	0.00017379821777597262	0.00022719701420919776
2.98			0.0002628570862568059
2.983375	0.00021180970830712056	0.00022262337417968376	0.00021235856918348618
2.99575	0.00028542281411317826	0.00022956940792500183	0.00016698447546414577
3.008125	0.00036221256162650886	0.0001785883144690254	0.00012191133206920309
3.0205	0.00039276599983922985	0.00020120886267364045	0.00022491375746356624
3.032875	0.00025951262009706565	0.00018233611224673487	0.0002323676182760496
3.041875			0.00035676075149570065
3.04525	0.0001700575668754775	0.00015868081030495624	0.0001830318570667071
3.057625	0.000190058531302594	0.00020957722459949963	0.0002216348307351286
3.07	9.934018956752801e-05	0.00016916803332445054	0.00023385246676388172
3.082375	9.035345495949561e-05	0.00017021983514249302	0.0001999810498671999
3.09475	0.00014707622590621878	0.0001973723486155472	0.00011214284818969555
3.10375			0.0003419390880119931
3.107125	0.0002574349693596445	0.00015889121756230298	0.00010873562091674972
3.1195	0.0002822858831640002	0.00019770594663206162	0.00019429054637289895
3.131875	0.0003283932101094662	0.00021014941322209301	0.0001974150706203303
3.14425	0.00035829843654465254	0.00018833622585881453	0.00011653810694439137
3.156625	0.00028938321975428773	0.00017285443810445943	0.0001619468449041487
3.165625			0.00026941128204372567
3.169	0.00018520639184586583	0.0002595464982213484	0.00024090348228328787
3.181375	0.0002727261659335892	0.00017150529399463326	0.00011161784081747685
3.19375	0.00040855429231859554	0.00012294572786782142	0.00015036474717818136
3.206125	0.0003571603314202616	0.0002694503062651091	0.0002180000753327418
3.2185	0.0002655675099463796	0.00018769516444988772	0.0002004090129258672
3.2275			0.00022393181071730204
3.230875	0.00015943399604609145	0.00020899650846560835	0.00011847884431080977
3.24325	0.00019600061739640618	0.00023587910748097723	8.921668105907381e-05
3.255625	0.00019322333633286742	0.00019404069019392402	0.00019363502099685998
3.268	0.00014531805029606472	0.0002096917642463089	0.00021851299471633168
3.280375	0.00017807092783318112	0.00023335981769758479	0.00015913392773949872
3.289375			0.0002222247026516755
3.29275	0.00023222290608967478	0.00028658575170012186	0.00016110635779761735
3.305125	0.00024733522524615674	0.00019164560919848148	0.00019903798094538918
3.3175	0.00025770093292124495	0.00018041944524066687	0.00014396072441218125
3.329875	0.00032958361713493527	0.0001838050969066625	0.0001670248194313276
3.34225	0.00021942197833844812	0.00017534840783491135	0.0001934469349418553
3.35125			0.00023278322954817943
3.354625	0.00020391420433379302	0.00022981377413482833	0.00019125936697532986
3.367	0.00023619430129649937	0.0001305201319685646	0.0001845946989274923
3.379375	0.0001556133692192541	0.00015178557214972014	0.0002877519993925636
3.39175	0.00020066714502677588	0.00016178721066016652	0.0003729265114719348
3.404125	0.00028880097143456357	0.00020302806759819588	0.00022724217210708843
3.413125			0.0001711029063552703
3.4165	0.0002919198167129604	0.0001711495122373663	0.00023948445480166013
3.428875	0.00013119110403884098	0.00015242216969998165	0.00019409879915465732
3.44125	0.00015716199829139487	0.00021346918166907465	0.00017323239451873427
3.453625	0.00017808065384730565	0.00021897304645726123	0.00018905470611091355
3.466	0.00017610088142250852	0.00017931886060251555	0.0002090029350902623
3.475			0.00014604454944022938
3.478375	0.00026135274107573465	0.000209504489411683	0.00025241727856066033
3.49075	0.00018078842252843073	0.0001796755461986088	0.00017846931464721998
3.503125	0.0002498265348587928	0.00021013161018286039	0.00022220469478287716
3.5155	0.0002328182642235946	0.0002442576230652331	0.00026326762836117453
3.527875	0.00019923896426832677	0.00017808533388369071	0.00025367639854709706
3.536875			0.00014919518245795876
3.54025	0.00018083716761233877	0.00014983666697108254	0.00015123580022270884
3.552625	0.0001987477372477986	0.00012000987429524289	0.00018161321190981672
3.565	0.00015829914168531648	0.00019102018970296807	0.00018326237907947146
3.577375	0.00017364165489753633	0.00013404511188553315	8.819947894106347e-05
3.58975	0.00022678026141123374	0.0001541005058257354	0.00013198566206640592
3.59875			0.000159743331320847
3.602125	0.00016631032359574555	0.00022142714991972326	0.0001028526520004302
3.6145	0.00017890197530491382	0.000246649011789709	0.00014965609281365728
3.626875	0.00021372331873056787	0.00015035678194274412	0.00020497514141050837
3.63925	0.0001746343147314914	9.864237281253732e-05	0.00027089793058666505
3.651625	0.00017486452159367808	0.00017142226717511324	0.00021218349555782114
3.660625			0.00019535591137315604
3.664	0.00012593336462369254	0.0002193685484681063	0.00017614860298831184
3.676375	0.00021809282899786043	0.00024834877396687503	0.0001365546266078158
3.68875	0.00028056517121277614	0.00020861793642907217	0.00012223675837948422
3.701125	0.00028347057193215297	0.0002125595006078578	0.0001621713428976029
3.7135	0.00021208314041401877	0.00014670815714070708	0.00017287154737116923
3.7225			0.00019874639220670122
3.725875	0.00012896213882643967	0.00017058358159916767	0.0001521954410895737
3.73825	0.0001752386685967738	0.00018436175989822265	0.00014816698853783154
3.750625	0.00025430727628920804	0.00014391389862173008	0.00016268790078596997
3.763	0.00032296258525469956	0.00011109699370302105	0.00012158388410282466
3.775375	0.00023538861982831094	0.00017732613535299046	0.00013303432930137659
3.784375			0.00018266095294885987
3.78775	0.00011071889980833644	0.00019165588453292647	0.00018398166107658242
3.800125	0.00023828724292334998	0.00011348327824843446	0.00022851567798416283
3.8125	0.00021279861564478633	0.00011939813543660343	0.00016891419270380302
3.824875	0.00017298907864022253	0.0001712139014154899	0.00010288152250425294
3.83725	0.00022516232680185622	0.0001639657629188054	9.21860526250734e-05
3.84625			0.00018076009959477342
3.849625	0.00026036547267716665	0.00018080100703835806	0.00011923950482979372
3.862	0.00022511973084161213	0.0001613893213647046	0.00012602683546864097
3.874375	0.0002542229699635625	0.00022169971692975705	0.00019794508731823683
3.88675	0.000258403569004203	0.0002226492022488738	0.00022781338111555233
3.899125	0.00025669360464700635	0.0002595940627215376	0.00019060600798073915
3.908125			0.00019688045686488918
3.9115	0.00013676637293035302	0.00022085400000646218	0.0001633398693031631
3.923875	0.00016970040229710712	0.00017244234513938273	0.00014506162537073684
3.93625	0.0002185386502300339	0.00017860256192125324	0.0002427217368356512
3.948625	0.00019895599530046814	0.00019676222362397184	0.00017215060413210842
3.961	0.00015345337009528302	0.00014290753148648222	0.00010968663225534777
3.97			0.0001621272902872527
3.973375	0.00020557553896210487	0.00016660450708060062	9.396113760844693e-05
3.98575	0.00017088529702600952	0.00015303250093041512	0.00013140146571335307
3.998125	0.0001608404709770386	0.0001831298731625062	0.0002792148554952541
4.0105	0.00019732478448595124	0.00020224501554954848	0.0003244652056687698
4.022875	0.0002514788734025974	0.00015662105798573063	0.00023863552444782732
4.031875			0.00016691754298652343
4.03525	0.00012412188985499336	7.20337937308365e-05	0.00022493327869333853
4.047625	0.00020234791288480935	0.0001452487070027076	0.0002210459156816936
4.06	0.00022879441131273094	0.00018486689806287412	0.00013629758327083098
4.072375	0.00023270048503885505	0.00021218779254961488	0.00017170372503576734
4.08475	0.0002095297927251626	0.00018450560725273256	0.00020595011156513025
4.09375			0.00021729722653361227
4.097125	0.00015718397835829802	0.000167046085437947	0.00016016494922741961
4.1095	0.00018173785935761405	0.0002022208497711794	0.00025122510319300877
4.121875	0.00022691443524606783	0.0001493662111116229	0.0002206429361813378
4.13425	0.00016851287709101373	0.00011604721968759569	0.0001322655890805356
4.146625	0.00020274043510992351	0.00014237158739267852	0.00013579170867295654
4.155625			0.00017309514089551561
4.159	0.00016324063463494498	0.00014736898550716022	0.000164787731877739
4.171375	0.00016122978715478603	9.374988191618803e-05	5.9329697041785064e-05
4.18375	0.00018989799424641929	0.00013543727305480977	9.422561346625185e-05
4.196125	0.00019121841596348376	0.00015666060653487176	0.00013406399160771656
4.2085	0.00017538369439466144	0.00015836548894048854	0.00014824929175159658
