# Data for Board 1
# Frequency(Hz)	Noise(nV/rtHz)	Pair_ID
1.956250e+00	1.581544e-04	1.000000e+00
1.968625e+00	1.679619e-04	1.000000e+00
1.981000e+00	2.048008e-04	1.000000e+00
1.990000e+00	1.589166e-04	1.000000e+00
1.993375e+00	1.327057e-04	1.000000e+00
2.005750e+00	1.291571e-04	1.000000e+00
2.018125e+00	2.023740e-04	1.000000e+00
2.030500e+00	2.231468e-04	1.000000e+00
2.042875e+00	1.917033e-04	1.000000e+00
2.051875e+00	1.176033e-04	1.000000e+00
2.055250e+00	1.681247e-04	1.000000e+00
2.067625e+00	2.132197e-04	1.000000e+00
2.080000e+00	1.474209e-04	1.000000e+00
2.092375e+00	1.276310e-04	1.000000e+00
2.104750e+00	2.180981e-04	1.000000e+00
2.113750e+00	1.080156e-04	1.000000e+00
2.117125e+00	1.459886e-04	1.000000e+00
2.129500e+00	9.870256e-05	1.000000e+00
2.141875e+00	1.891086e-04	1.000000e+00
2.154250e+00	1.790498e-04	1.000000e+00
2.166625e+00	1.574474e-04	1.000000e+00
2.175625e+00	1.387722e-04	1.000000e+00
2.179000e+00	8.913861e-05	1.000000e+00
2.191375e+00	2.640548e-04	1.000000e+00
2.203750e+00	2.772035e-04	1.000000e+00
2.216125e+00	1.242298e-04	1.000000e+00
2.228500e+00	2.208217e-04	1.000000e+00
2.237500e+00	1.369201e-04	1.000000e+00
2.240875e+00	2.240606e-04	1.000000e+00
2.253250e+00	1.896184e-04	1.000000e+00
2.265625e+00	1.943352e-04	1.000000e+00
2.278000e+00	2.077489e-04	1.000000e+00
2.290375e+00	1.619358e-04	1.000000e+00
2.299375e+00	1.487906e-04	1.000000e+00
2.302750e+00	1.028766e-04	1.000000e+00
2.315125e+00	1.020588e-04	1.000000e+00
2.327500e+00	1.572896e-04	1.000000e+00
2.339875e+00	2.221609e-04	1.000000e+00
2.352250e+00	2.119880e-04	1.000000e+00
2.361250e+00	1.266520e-04	1.000000e+00
2.364625e+00	1.174393e-04	1.000000e+00
2.377000e+00	1.325193e-04	1.000000e+00
2.389375e+00	2.436921e-04	1.000000e+00
2.401750e+00	1.756210e-04	1.000000e+00
2.414125e+00	1.123232e-04	1.000000e+00
2.423125e+00	1.248483e-04	1.000000e+00
2.426500e+00	1.503966e-04	1.000000e+00
2.438875e+00	1.594045e-04	1.000000e+00
2.451250e+00	1.792356e-04	1.000000e+00
2.463625e+00	2.010924e-04	1.000000e+00
2.476000e+00	1.510015e-04	1.000000e+00
2.485000e+00	1.130083e-04	1.000000e+00
2.488375e+00	8.313316e-05	1.000000e+00
2.500750e+00	2.028507e-04	1.000000e+00
2.513125e+00	2.461681e-04	1.000000e+00
2.525500e+00	2.080978e-04	1.000000e+00
2.537875e+00	1.966332e-04	1.000000e+00
2.546875e+00	1.427242e-04	1.000000e+00
2.550250e+00	9.556492e-05	1.000000e+00
2.562625e+00	6.858269e-05	1.000000e+00
2.575000e+00	1.285094e-04	1.000000e+00
2.587375e+00	1.668675e-04	1.000000e+00
2.599750e+00	1.255816e-04	1.000000e+00
2.608750e+00	1.795222e-04	1.000000e+00
2.612125e+00	2.135504e-04	1.000000e+00
2.624500e+00	1.162184e-04	1.000000e+00
2.636875e+00	1.457785e-04	1.000000e+00
2.649250e+00	1.408511e-04	1.000000e+00
2.661625e+00	2.456945e-04	1.000000e+00
2.670625e+00	2.255908e-04	1.000000e+00
2.674000e+00	2.776518e-04	1.000000e+00
2.686375e+00	1.281673e-04	1.000000e+00
2.698750e+00	1.047835e-04	1.000000e+00
2.711125e+00	1.465658e-04	1.000000e+00
2.723500e+00	1.810515e-04	1.000000e+00
2.732500e+00	2.000532e-04	1.000000e+00
2.735875e+00	1.982499e-04	1.000000e+00
2.748250e+00	2.534794e-04	1.000000e+00
2.760625e+00	1.955674e-04	1.000000e+00
2.773000e+00	1.497593e-04	1.000000e+00
2.785375e+00	2.362572e-04	1.000000e+00
2.794375e+00	1.478714e-04	1.000000e+00
2.797750e+00	2.345531e-04	1.000000e+00
2.810125e+00	1.763766e-04	1.000000e+00
2.822500e+00	9.264343e-05	1.000000e+00
2.834875e+00	1.167597e-04	1.000000e+00
2.847250e+00	1.830861e-04	1.000000e+00
2.856250e+00	1.473611e-04	1.000000e+00
2.859625e+00	9.556250e-05	1.000000e+00
2.872000e+00	1.290942e-04	1.000000e+00
2.884375e+00	1.448611e-04	1.000000e+00
2.896750e+00	1.120574e-04	1.000000e+00
2.909125e+00	8.069836e-05	1.000000e+00
2.918125e+00	1.642545e-04	1.000000e+00
2.921500e+00	1.279534e-04	1.000000e+00
2.933875e+00	1.390439e-04	1.000000e+00
2.946250e+00	1.954881e-04	1.000000e+00
2.958625e+00	1.886082e-04	1.000000e+00
2.971000e+00	9.231615e-05	1.000000e+00
2.980000e+00	1.741388e-04	1.000000e+00
2.983375e+00	1.112391e-04	1.000000e+00
2.995750e+00	1.521719e-04	1.000000e+00
3.008125e+00	1.272892e-04	1.000000e+00
3.020500e+00	1.845388e-04	1.000000e+00
3.032875e+00	1.736220e-04	1.000000e+00
3.041875e+00	1.758035e-04	1.000000e+00
3.045250e+00	1.533738e-04	1.000000e+00
3.057625e+00	9.017158e-05	1.000000e+00
3.070000e+00	1.461083e-04	1.000000e+00
3.082375e+00	1.768389e-04	1.000000e+00
3.094750e+00	8.918353e-05	1.000000e+00
3.103750e+00	1.510060e-04	1.000000e+00
3.107125e+00	1.006095e-04	1.000000e+00
3.119500e+00	8.823251e-05	1.000000e+00
3.131875e+00	1.048401e-04	1.000000e+00
3.144250e+00	1.890445e-04	1.000000e+00
3.156625e+00	2.678861e-04	1.000000e+00
3.165625e+00	1.069372e-04	1.000000e+00
3.169000e+00	2.466537e-04	1.000000e+00
3.181375e+00	1.646560e-04	1.000000e+00
3.193750e+00	1.673367e-04	1.000000e+00
3.206125e+00	1.650232e-04	1.000000e+00
3.218500e+00	1.199908e-04	1.000000e+00
3.227500e+00	1.043711e-04	1.000000e+00
3.230875e+00	1.112235e-04	1.000000e+00
3.243250e+00	1.543915e-04	1.000000e+00
3.255625e+00	1.703069e-04	1.000000e+00
3.268000e+00	2.614953e-04	1.000000e+00
3.280375e+00	2.529845e-04	1.000000e+00
3.289375e+00	1.225235e-04	1.000000e+00
3.292750e+00	1.405140e-04	1.000000e+00
3.305125e+00	1.339456e-04	1.000000e+00
3.317500e+00	1.627967e-04	1.000000e+00
3.329875e+00	1.068905e-04	1.000000e+00
3.342250e+00	1.480058e-04	1.000000e+00
3.351250e+00	1.202205e-04	1.000000e+00
3.354625e+00	1.596977e-04	1.000000e+00
3.367000e+00	1.312027e-04	1.000000e+00
3.379375e+00	1.075273e-04	1.000000e+00
3.391750e+00	9.574803e-05	1.000000e+00
3.404125e+00	9.030938e-05	1.000000e+00
3.413125e+00	1.641824e-04	1.000000e+00
3.416500e+00	1.426042e-04	1.000000e+00
3.428875e+00	1.765247e-04	1.000000e+00
3.441250e+00	2.756473e-04	1.000000e+00
3.453625e+00	2.014616e-04	1.000000e+00
3.466000e+00	1.249683e-04	1.000000e+00
3.475000e+00	1.642885e-04	1.000000e+00
3.478375e+00	1.082765e-04	1.000000e+00
3.490750e+00	1.109015e-04	1.000000e+00
3.503125e+00	1.059468e-04	1.000000e+00
3.515500e+00	8.929782e-05	1.000000e+00
3.527875e+00	1.136966e-04	1.000000e+00
3.536875e+00	1.293622e-04	1.000000e+00
3.540250e+00	1.557178e-04	1.000000e+00
3.552625e+00	1.370752e-04	1.000000e+00
3.565000e+00	1.228268e-04	1.000000e+00
3.577375e+00	1.369145e-04	1.000000e+00
3.589750e+00	1.600029e-04	1.000000e+00
3.598750e+00	1.698687e-04	1.000000e+00
3.602125e+00	1.094897e-04	1.000000e+00
3.614500e+00	1.082415e-04	1.000000e+00
3.626875e+00	1.084172e-04	1.000000e+00
3.639250e+00	8.172233e-05	1.000000e+00
3.651625e+00	8.909302e-05	1.000000e+00
3.660625e+00	1.772119e-04	1.000000e+00
3.664000e+00	1.043548e-04	1.000000e+00
3.676375e+00	1.215885e-04	1.000000e+00
3.688750e+00	1.163332e-04	1.000000e+00
3.701125e+00	1.061033e-04	1.000000e+00
3.713500e+00	9.212478e-05	1.000000e+00
3.722500e+00	1.585376e-04	1.000000e+00
3.725875e+00	9.948585e-05	1.000000e+00
3.738250e+00	1.087983e-04	1.000000e+00
3.750625e+00	7.967404e-05	1.000000e+00
3.763000e+00	8.643523e-05	1.000000e+00
3.775375e+00	1.306710e-04	1.000000e+00
3.784375e+00	1.565823e-04	1.000000e+00
3.787750e+00	1.558284e-04	1.000000e+00
3.800125e+00	1.245829e-04	1.000000e+00
3.812500e+00	5.698651e-05	1.000000e+00
3.824875e+00	6.296559e-05	1.000000e+00
3.837250e+00	1.144563e-04	1.000000e+00
3.846250e+00	8.869269e-05	1.000000e+00
3.849625e+00	1.107206e-04	1.000000e+00
3.862000e+00	1.262229e-04	1.000000e+00
3.874375e+00	1.133672e-04	1.000000e+00
3.886750e+00	1.097186e-04	1.000000e+00
3.899125e+00	1.309752e-04	1.000000e+00
3.908125e+00	9.006125e-05	1.000000e+00
3.911500e+00	9.389161e-05	1.000000e+00
3.923875e+00	1.754157e-04	1.000000e+00
3.936250e+00	1.572298e-04	1.000000e+00
3.948625e+00	1.015061e-04	1.000000e+00
3.961000e+00	1.583215e-04	1.000000e+00
3.970000e+00	1.440148e-04	1.000000e+00
3.973375e+00	1.055703e-04	1.000000e+00
3.985750e+00	8.134379e-05	1.000000e+00
3.998125e+00	9.528051e-05	1.000000e+00
4.010500e+00	1.034851e-04	1.000000e+00
4.022875e+00	1.209508e-04	1.000000e+00
4.031875e+00	1.322090e-04	1.000000e+00
4.035250e+00	6.720385e-05	1.000000e+00
4.047625e+00	8.228126e-05	1.000000e+00
4.060000e+00	9.476369e-05	1.000000e+00
4.072375e+00	1.014886e-04	1.000000e+00
4.084750e+00	7.363544e-05	1.000000e+00
4.093750e+00	1.091840e-04	1.000000e+00
4.097125e+00	9.501890e-05	1.000000e+00
4.109500e+00	1.155707e-04	1.000000e+00
4.121875e+00	1.107876e-04	1.000000e+00
4.134250e+00	1.459354e-04	1.000000e+00
4.146625e+00	1.674574e-04	1.000000e+00
4.155625e+00	1.011395e-04	1.000000e+00
4.159000e+00	1.414238e-04	1.000000e+00
4.171375e+00	8.507201e-05	1.000000e+00
4.183750e+00	9.849853e-05	1.000000e+00
4.196125e+00	8.224912e-05	1.000000e+00
4.217500e+00	1.006490e-04	1.000000e+00
4.220875e+00	6.526055e-05	1.000000e+00
4.233250e+00	9.039700e-05	1.000000e+00
4.245625e+00	1.403171e-04	1.000000e+00
4.258000e+00	1.409057e-04	1.000000e+00
4.270375e+00	1.270031e-04	1.000000e+00
4.279375e+00	1.567648e-04	1.000000e+00
4.282750e+00	1.221802e-04	1.000000e+00
4.295125e+00	8.902092e-05	1.000000e+00
4.319875e+00	8.799692e-05	1.000000e+00
4.332250e+00	1.579259e-04	1.000000e+00
4.341250e+00	1.410403e-04	1.000000e+00
4.344625e+00	1.558884e-04	1.000000e+00
4.357000e+00	8.791368e-05	1.000000e+00
4.369375e+00	1.020829e-04	1.000000e+00
4.381750e+00	1.020455e-04	1.000000e+00
4.394125e+00	1.199469e-04	1.000000e+00
4.403125e+00	1.381599e-04	1.000000e+00
4.406500e+00	1.207410e-04	1.000000e+00
4.418875e+00	8.963889e-05	1.000000e+00
4.431250e+00	8.651828e-05	1.000000e+00
4.443625e+00	1.139585e-04	1.000000e+00
4.456000e+00	1.376192e-04	1.000000e+00
4.465000e+00	1.423162e-04	1.000000e+00
4.468375e+00	9.481714e-05	1.000000e+00
4.480750e+00	1.216795e-04	1.000000e+00
4.493125e+00	1.538346e-04	1.000000e+00
4.505500e+00	8.952629e-05	1.000000e+00
4.517875e+00	8.371113e-05	1.000000e+00
4.526875e+00	1.361500e-04	1.000000e+00
4.530250e+00	1.753385e-04	1.000000e+00
4.542625e+00	1.728044e-04	1.000000e+00
4.555000e+00	1.063555e-04	1.000000e+00
4.567375e+00	2.052068e-05	1.000000e+00
4.579750e+00	1.286688e-04	1.000000e+00
4.588750e+00	1.081056e-04	1.000000e+00
4.592125e+00	1.524700e-04	1.000000e+00
4.604500e+00	1.242167e-04	1.000000e+00
4.616875e+00	1.707312e-04	1.000000e+00
4.629250e+00	1.260801e-04	1.000000e+00
4.641625e+00	1.038208e-04	1.000000e+00
4.650625e+00	8.747522e-05	1.000000e+00
4.654000e+00	9.810328e-05	1.000000e+00
4.666375e+00	8.138594e-05	1.000000e+00
4.678750e+00	9.804849e-05	1.000000e+00
4.691125e+00	7.406072e-05	1.000000e+00
4.703500e+00	8.046620e-05	1.000000e+00
4.712500e+00	1.048820e-04	1.000000e+00
4.715875e+00	9.831240e-05	1.000000e+00
4.728250e+00	8.357843e-05	1.000000e+00
4.740625e+00	7.168610e-05	1.000000e+00
4.753000e+00	7.330389e-05	1.000000e+00
4.765375e+00	9.290936e-05	1.000000e+00
4.774375e+00	1.349024e-04	1.000000e+00
4.777750e+00	1.343205e-04	1.000000e+00
4.790125e+00	1.038978e-04	1.000000e+00
4.802500e+00	5.673512e-05	1.000000e+00
4.814875e+00	8.856409e-05	1.000000e+00
4.827250e+00	1.208804e-04	1.000000e+00
4.836250e+00	1.205970e-04	1.000000e+00
4.839625e+00	4.811004e-05	1.000000e+00
4.852000e+00	7.110016e-05	1.000000e+00
4.864375e+00	8.863176e-05	1.000000e+00
4.876750e+00	7.729227e-05	1.000000e+00
4.889125e+00	1.021748e-04	1.000000e+00
4.898125e+00	8.813856e-05	1.000000e+00
4.901500e+00	1.248525e-04	1.000000e+00
4.913875e+00	1.185789e-04	1.000000e+00
4.926250e+00	1.200139e-04	1.000000e+00
4.938625e+00	1.161414e-04	1.000000e+00
4.951000e+00	1.385574e-04	1.000000e+00
4.960000e+00	9.035077e-05	1.000000e+00
4.963375e+00	1.517869e-04	1.000000e+00
4.975750e+00	1.279941e-04	1.000000e+00
4.988125e+00	1.047047e-04	1.000000e+00
5.000500e+00	1.658651e-04	1.000000e+00
5.012875e+00	1.694839e-04	1.000000e+00
5.021875e+00	1.084854e-04	1.000000e+00
5.025250e+00	1.202634e-04	1.000000e+00
5.037625e+00	1.036978e-04	1.000000e+00
5.050000e+00	4.338066e-05	1.000000e+00
5.062375e+00	1.080673e-04	1.000000e+00
5.074750e+00	8.053021e-05	1.000000e+00
5.083750e+00	1.200045e-04	1.000000e+00
5.087125e+00	8.250208e-05	1.000000e+00
5.099500e+00	9.566138e-05	1.000000e+00
5.111875e+00	9.870186e-05	1.000000e+00
5.124250e+00	1.034204e-04	1.000000e+00
5.136625e+00	8.176135e-05	1.000000e+00
5.145625e+00	1.136352e-04	1.000000e+00
5.149000e+00	5.656306e-05	1.000000e+00
5.173750e+00	2.048522e-05	1.000000e+00
5.186125e+00	3.864729e-05	1.000000e+00
5.198500e+00	3.702936e-05	1.000000e+00
5.207500e+00	1.104972e-04	1.000000e+00
5.210875e+00	3.650921e-05	1.000000e+00
5.223250e+00	5.333701e-05	1.000000e+00
5.235625e+00	4.366829e-05	1.000000e+00
5.248000e+00	7.929304e-05	1.000000e+00
5.260375e+00	1.159117e-04	1.000000e+00
5.269375e+00	1.009103e-04	1.000000e+00
5.272750e+00	1.385184e-04	1.000000e+00
5.285125e+00	1.252608e-04	1.000000e+00
5.297500e+00	1.338780e-04	1.000000e+00
5.309875e+00	1.230059e-04	1.000000e+00
5.322250e+00	6.405618e-05	1.000000e+00
5.331250e+00	9.438203e-05	1.000000e+00
5.334625e+00	1.127284e-04	1.000000e+00
5.347000e+00	1.188346e-04	1.000000e+00
5.359375e+00	9.065411e-05	1.000000e+00
5.371750e+00	1.062034e-04	1.000000e+00
5.384125e+00	1.140800e-04	1.000000e+00
5.393125e+00	8.310056e-05	1.000000e+00
5.396500e+00	8.764177e-05	1.000000e+00
5.408875e+00	5.117242e-05	1.000000e+00
5.421250e+00	6.522091e-05	1.000000e+00
5.433625e+00	3.755227e-05	1.000000e+00
5.446000e+00	6.317281e-05	1.000000e+00
5.455000e+00	8.881320e-05	1.000000e+00
5.458375e+00	7.256272e-05	1.000000e+00
5.470750e+00	6.715562e-05	1.000000e+00
5.483125e+00	9.592673e-05	1.000000e+00
5.495500e+00	9.484890e-05	1.000000e+00
5.507875e+00	8.015095e-05	1.000000e+00
5.516875e+00	1.101844e-04	1.000000e+00
5.520250e+00	6.579689e-05	1.000000e+00
5.532625e+00	1.232343e-04	1.000000e+00
5.545000e+00	1.457723e-04	1.000000e+00
5.557375e+00	1.274196e-04	1.000000e+00
5.569750e+00	7.829930e-05	1.000000e+00
5.578750e+00	1.076500e-04	1.000000e+00
5.582125e+00	8.091371e-05	1.000000e+00
5.594500e+00	8.556080e-05	1.000000e+00
5.606875e+00	1.506317e-04	1.000000e+00
5.619250e+00	1.304757e-04	1.000000e+00
5.631625e+00	7.723991e-05	1.000000e+00
5.640625e+00	9.547675e-05	1.000000e+00
5.644000e+00	7.167092e-05	1.000000e+00
5.656375e+00	7.673897e-05	1.000000e+00
5.668750e+00	7.734281e-05	1.000000e+00
5.681125e+00	8.449588e-05	1.000000e+00
5.693500e+00	7.190527e-05	1.000000e+00
5.702500e+00	1.068688e-04	1.000000e+00
5.705875e+00	2.713548e-05	1.000000e+00
5.718250e+00	5.894629e-05	1.000000e+00
5.730625e+00	9.756349e-05	1.000000e+00
5.743000e+00	9.562883e-05	1.000000e+00
5.755375e+00	9.717069e-05	1.000000e+00
5.764375e+00	9.119478e-05	1.000000e+00
5.767750e+00	7.702262e-05	1.000000e+00
5.780125e+00	1.020535e-04	1.000000e+00
5.792500e+00	1.363332e-04	1.000000e+00
5.804875e+00	1.399153e-04	1.000000e+00
5.817250e+00	1.373577e-04	1.000000e+00
5.826250e+00	9.078097e-05	1.000000e+00
5.829625e+00	7.561936e-05	1.000000e+00
5.842000e+00	1.230435e-04	1.000000e+00
5.854375e+00	1.390300e-04	1.000000e+00
5.866750e+00	1.291250e-04	1.000000e+00
5.879125e+00	8.838868e-05	1.000000e+00
5.888125e+00	1.185377e-04	1.000000e+00
5.891500e+00	1.081346e-04	1.000000e+00
5.903875e+00	6.381648e-05	1.000000e+00
5.916250e+00	1.096561e-04	1.000000e+00
5.928625e+00	1.618030e-04	1.000000e+00
5.941000e+00	1.050191e-04	1.000000e+00
5.950000e+00	9.884792e-05	1.000000e+00
5.953375e+00	8.419172e-05	1.000000e+00
5.965750e+00	1.530225e-04	1.000000e+00
5.978125e+00	1.126171e-04	1.000000e+00
5.990500e+00	9.977603e-05	1.000000e+00
6.002875e+00	1.277722e-04	1.000000e+00
6.011875e+00	8.717356e-05	1.000000e+00
6.015250e+00	1.268939e-04	1.000000e+00
6.027625e+00	1.223936e-04	1.000000e+00
6.040000e+00	7.027257e-05	1.000000e+00
6.052375e+00	8.667131e-05	1.000000e+00
6.064750e+00	1.449487e-04	1.000000e+00
6.073750e+00	7.827473e-05	1.000000e+00
6.077125e+00	1.368583e-04	1.000000e+00
6.089500e+00	1.234373e-04	1.000000e+00
6.101875e+00	7.231163e-05	1.000000e+00
6.114250e+00	8.867460e-05	1.000000e+00
6.126625e+00	8.146489e-05	1.000000e+00
6.135625e+00	9.338839e-05	1.000000e+00
6.139000e+00	3.259992e-05	1.000000e+00
6.151375e+00	6.271049e-05	1.000000e+00
6.163750e+00	6.049215e-05	1.000000e+00
6.176125e+00	1.250349e-04	1.000000e+00
6.188500e+00	8.099315e-05	1.000000e+00
6.197500e+00	8.254999e-05	1.000000e+00
6.200875e+00	7.735614e-05	1.000000e+00
6.213250e+00	4.428570e-05	1.000000e+00
6.225625e+00	8.885520e-05	1.000000e+00
6.238000e+00	8.136866e-05	1.000000e+00
6.250375e+00	9.726216e-05	1.000000e+00
